name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-26,19.6,15,17.2,19.6,15,17.2,13.2,77.7,3.9,100,58.33,rain,0,0,40,27.8,101.9,1017.9,55.4,9.6,306.6,26.5,9,10,2023-01-26T07:04:10,2023-01-26T17:58:01,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-27,18.2,14.6,15.9,18.2,14.6,15.9,13.6,86.4,7.2,100,66.67,rain,0,0,144,25.7,86.8,1017.2,61.8,8.6,264.9,22.9,9,10,2023-01-27T07:03:51,2023-01-27T17:58:47,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-28,20.6,15.2,17.8,20.6,15.2,17.8,12.3,71.5,0.4,100,12.5,rain,0,0,32.8,17.6,0.3,1017.4,45.8,9.8,396.1,34.3,9,10,2023-01-28T07:03:30,2023-01-28T17:59:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-29,22,13.2,17.9,22,13.2,17.9,9.1,59.9,0,0,0,,0,0,14,16,227.5,1016.8,0,9.7,297.5,25.7,7,10,2023-01-29T07:03:08,2023-01-29T18:00:16,0.25,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-30,23,14.2,18.4,23,14.2,18.4,12.1,67.5,0,0,0,,0,0,13,17.5,232.2,1017.8,15.3,9,253,22,8,10,2023-01-30T07:02:45,2023-01-30T18:01:01,0.28,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-01-31,27.8,13.9,20.4,26.7,13.9,20.2,12.2,64.3,0,0,0,,0,0,24.5,20.6,121.5,1017.4,0,7.8,271.4,23.6,7,10,2023-01-31T07:02:20,2023-01-31T18:01:45,0.32,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-01,28.4,17.7,22.1,27.2,17.7,22,13.9,62.7,0,0,0,,0,0,29.5,23.1,121.9,1016.4,0.4,9.5,418.7,36.3,10,10,2023-02-01T07:01:54,2023-02-01T18:02:29,0.35,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-02,28,18.7,22.5,27.6,18.7,22.5,15.3,65.6,0,0,0,,0,0,31.3,20.6,121.2,1015.8,7.1,10,391.9,33.7,10,10,2023-02-02T07:01:26,2023-02-02T18:03:12,0.38,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-03,26.6,19.1,22.6,26.6,19.1,22.6,15.6,66.4,0,0,0,,0,0,22.3,18.3,324.7,1016.7,2.5,9.5,428.8,37.1,10,10,2023-02-03T07:00:57,2023-02-03T18:03:56,0.42,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-04,23.6,20,21.7,23.6,20,21.7,13.9,63,0.1,100,4.17,rain,0,0,23.4,22,267.4,1016.5,33.5,9,440.3,37.7,10,10,2023-02-04T07:00:27,2023-02-04T18:04:38,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-05,24,17.4,20.6,24,17.4,20.6,13.7,65.5,0,0,0,,0,0,22.3,18.1,233.4,1015.7,19.1,10,433.5,37.5,10,10,2023-02-05T06:59:56,2023-02-05T18:05:21,0.5,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-06,27,16.8,21.3,26.9,16.8,21.3,14.3,66.2,0,0,0,,0,0,12.6,16.6,25.3,1015.8,10.6,9.8,364,31.6,10,10,2023-02-06T06:59:23,2023-02-06T18:06:03,0.52,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-07,32.1,17.2,23.6,30.2,17.2,23.1,12.9,57.5,0,0,0,,0,0,20.2,18.4,115.1,1013,7.5,8.1,380.8,33,10,10,2023-02-07T06:58:49,2023-02-07T18:06:45,0.55,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-08,29.9,22,24.3,28.7,22,24.2,12.3,49.9,0,0,0,,0,0,40,28.6,246.2,1012.3,17.8,9.5,352.6,30.7,9,10,2023-02-08T06:58:14,2023-02-08T18:07:26,0.59,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-09,24,20,21.7,24,20,21.7,11.4,52.9,0,0,0,,0,0,53.6,37.8,275.9,1016.3,9.6,10,203.2,17.6,8,10,2023-02-09T06:57:37,2023-02-09T18:08:07,0.62,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-10,21.6,18.6,19.8,21.6,18.6,19.8,10.7,56,0,0,0,,0,0,47.2,28.7,270.7,1019.1,47.1,10,415.9,36.1,10,10,2023-02-10T06:57:00,2023-02-10T18:08:48,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-11,24,14.7,19.5,24,14.7,19.5,12.5,66,0,0,0,,0,0,18.7,14.8,236.8,1019.9,8.5,10,398.6,34.4,9,10,2023-02-11T06:56:21,2023-02-11T18:09:28,0.69,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-12,29,16.2,21.7,27.8,16.2,21.6,12.9,60.4,0,0,0,,0,0,16.2,21.6,80.1,1018.3,10.1,9.1,334.3,28.8,8,10,2023-02-12T06:55:41,2023-02-12T18:10:07,0.73,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-13,31.5,17.3,23.7,29.4,17.3,23.3,11.2,49.5,0,0,0,,0,0,15.8,20.4,50.8,1017.9,46.4,10,255.3,22.2,8,10,2023-02-13T06:55:00,2023-02-13T18:10:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-14,32.9,17.9,24.3,30.5,17.9,23.9,10.9,46.7,0,0,0,,0,0,16.9,20.4,82.4,1016.2,13.8,10,180,15.4,8,10,2023-02-14T06:54:18,2023-02-14T18:11:26,0.79,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-15,34,20.3,25.5,31.5,20.3,25,9.2,38.4,0,0,0,,0,0,36.7,22.4,141.2,1013.4,16,10,400.1,34.8,10,10,2023-02-15T06:53:35,2023-02-15T18:12:04,0.83,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-16,32.4,20.6,25.9,30.1,20.6,25.2,5.5,30.2,0,0,0,,0,0,40.7,22.7,222.6,1014.3,30.1,10,425.3,37,10,10,2023-02-16T06:52:51,2023-02-16T18:12:42,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-17,26,18.4,22.3,26,18.4,22.3,16.7,71.3,0,0,0,,0,0,16.6,18.4,284.9,1017.8,25.8,9.6,419.1,36,10,10,2023-02-17T06:52:06,2023-02-17T18:13:19,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-18,24.4,18.9,21.7,24.4,18.9,21.7,15.8,70.1,0,0,0,,0,0,25.2,19.7,247.3,1019.7,26.1,9.5,409.6,35.5,10,10,2023-02-18T06:51:20,2023-02-18T18:13:56,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-19,23.4,17.2,20.8,23.4,17.2,20.8,13.9,65.5,0,0,0,,0,0,33.5,25.9,245.9,1019.7,16.3,10,305.3,26.4,8,10,2023-02-19T06:50:33,2023-02-19T18:14:33,0.97,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-20,23,18.1,20.8,23,18.1,20.8,13.5,63.3,0,0,0,,0,0,31.3,23.8,252.7,1018.2,56.4,10,405.6,35,10,10,2023-02-20T06:49:45,2023-02-20T18:15:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-21,24,17.2,20.8,24,17.2,20.8,14.3,67,0,0,0,,0,0,26.6,20.5,239.4,1016.9,68,10,414.3,35.8,10,10,2023-02-21T06:48:56,2023-02-21T18:15:45,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
